ourselves,ɑr'sɛlvz,,pron.我们自己（we的反身代词）,人教初中八年级
climber,'klaɪmɚ,,n.登山者,人教初中八年级
be used to,,,习惯于……；适应于……,人教初中八年级
risk,rɪsk,,n.风险，危险；冒险 词性: v.中文释义: 冒险,人教初中八年级
take risks,,,冒险(take a risk),人教初中八年级
accident,'æksədənt,,n.意外事件；事故；交通事故；车祸；失事,人教初中八年级
situation,ˌsɪtʃʊˈeʃən,,n.状况，形势，情况,人教初中八年级
kg,,,n.公斤，千克(kilogram),人教初中八年级
rock,rɑk,,n.岩石,人教初中八年级
run out (of),,,用尽，耗尽,人教初中八年级
knife,naɪf,,n.刀，餐刀,人教初中八年级
cut off,,,切除,人教初中八年级
blood,blʌd,,n.血,人教初中八年级
mean,min,,v.意味着，意思是；意欲,人教初中八年级
get out of,,,离开，从… 出来,人教初中八年级
importance,ɪm'pɔrtns,,n.重要性,人教初中八年级
decision,dɪ'sɪʒn,,n.决定，抉择；果断,人教初中八年级
control,kən'trol,,v.控制，支配，操纵,人教初中八年级
be in control of,,,掌管，管理,人教初中八年级
spirit,'spɪrɪt,,n.勇气，意志,人教初中八年级
death,dɛθ,,n.死亡,人教初中八年级
give up,,,放弃,人教初中八年级
nurse,nɝs,,n.护士,人教初中八年级
clean up,,,打扫（清除）干净,人教初中八年级
cheer,tʃɪr,,v.欢呼,人教初中八年级
cheer up,,,变得更高兴，振奋起来,人教初中八年级
give out,,,分发，散发,人教初中八年级
volunteer,",vɑlən'tɪr",,n.志愿者 v.义务做,人教初中八年级
come up with,,,想出，提出,人教初中八年级
put off,,,推迟,人教初中八年级
sign,saɪn,,n.标记，标牌；符号,人教初中八年级
notice,'notɪs,,v.注意到 n.通知，公告,人教初中八年级
hand out,,,分发,人教初中八年级
call up,,,打电话给…某人，征召；征召,人教初中八年级
used to,,,曾经……，过去……,人教初中八年级
lonely,'lonli,,a.孤独的，寂寞的,人教初中八年级
care for,,,照顾，非常喜欢,人教初中八年级
several,ˈsɛvrəl,,prep.几个，数个，一些,人教初中八年级
strong,strɔŋ,,a.强壮的；强烈的,人教初中八年级
feeling,'filɪŋ,,n.感觉，感触,人教初中八年级
satisfaction,",sætɪs'fækʃən",,n.满足，满意,人教初中八年级
joy,dʒɔɪ,,n.高兴，愉快,人教初中八年级
owner,'onɚ,,n.所有者，物主,人教初中八年级
try out,,,试用，试验,人教初中八年级
journey,ˈdʒɝ​nɪ,,n.（尤指长途）旅行，行程,人教初中八年级
raise,rez,,v.抬起，举起；筹集，征集,人教初中八年级
alone,ə'lon,,ad.独自地；孤独地,人教初中八年级
repair,rɪ'pɛr,,v.修理，修补,人教初中八年级
fix,fɪks,,v.修理；安装,人教初中八年级
fix up,,,修理，修补,人教初中八年级
give away,,,赠送，捐赠,人教初中八年级
take after,,,（外貌或行为）像,人教初中八年级
broken,'brokən,,a.破损的，残缺的,人教初中八年级
wheel,wil,,n.轮子，车轮 v.推动,人教初中八年级
letter,'lɛtɚ,,n.信件；字母,人教初中八年级
Miss,mɪs,,n.小姐,人教初中八年级
set up,,,建立，设立,人教初中八年级
disabled,dɪs'ebld,,a.有残疾的，丧失能力的,人教初中八年级
make a difference,,,影响，有作用,人教初中八年级
blind,blaɪnd,,a.盲的，失明的；盲的，盲目的,人教初中八年级
deaf,dɛf,,a.聋的,人教初中八年级
imagine,ɪ'mædʒɪn,,v.想象，设想,人教初中八年级
difficulty,'dɪfɪkəlti,,n.困难,人教初中八年级
open,'opən,,v.打开,人教初中八年级
door,dɔr,,n.门,人教初中八年级
carry,ˈkærɪ,,v.携带；搬运；拿,人教初中八年级
train,tren,,v.训练，培养,人教初中八年级
training,'trenɪŋ,,n.训练，培训,人教初中八年级
excited,ɪk'saɪtɪd,,a.激动的，兴奋的,人教初中八年级
kindness,'kaɪndnəs,,n.仁慈，善良，亲切，善意,人教初中八年级
clever,'klɛvɚ,,a.聪明的，机灵的,人教初中八年级
understand,'ʌndɚ'stænd,,v.懂，理解,人教初中八年级
change,tʃendʒ,,v.改变 n.改变,人教初中八年级
interest,'ɪntrəst,,n.兴趣 v.使感兴趣,人教初中八年级
sir,sɝ,,n.先生,人教初中八年级
madam,'mædəm,,n.夫人，女士,人教初中八年级
rubbish,'rʌbɪʃ,,n.垃圾，废物,人教初中八年级
take out the rubbish,,,倒垃圾,人教初中八年级
fold,fold,,v.对折，折叠,人教初中八年级
mess,mɛs,,n.脏乱；混乱；食堂,人教初中八年级
throw,θro,,v.扔，投掷,人教初中八年级
all the time,,,频繁，反复,人教初中八年级
neither,ˈniðɚ,,pron.二者都不 ad.也不,人教初中八年级
shirt,ʃɝt,,n.运动衫，衬衫,人教初中八年级
as soon as,,,一…就…，尽快,人教初中八年级
pass,pæs,,v.经过；前行；批准,人教初中八年级
borrow,'bɑro,,v.借，借用,人教初中八年级
lend,lɛnd,,v.借给，借出,人教初中八年级
finger,'fɪŋɡɚ,,n.手指,人教初中八年级
hate,het,,v.憎恶，讨厌,人教初中八年级
chore,tʃɔr,,n.杂务；乏味的工作,人教初中八年级
while,hwaɪl,,conj.当…时候；而，然而,人教初中八年级
snack,snæk,,n.小吃，点心；快餐,人教初中八年级
stress,strɛs,,n.精神压力，心理负担,人教初中八年级
waste,west,,v.浪费；消耗,人教初中八年级
in order to,,,目的是，为了,人教初中八年级
provide,prə'vaɪd,,v.提供，供给，供应,人教初中八年级
anyway,'ɛnɪ'we,,ad.尽管如此,人教初中八年级
depend,dɪ'pɛnd,,v.依靠，依赖；取决于,人教初中八年级
depend on,,,依靠于,人教初中八年级
develop,dɪ'vɛləp,,v.发展，壮大；开发，研制,人教初中八年级
independent,'ɪndɪ'pɛndənt,,a.独立自主的，不受约束的,人教初中八年级
independence,",ɪndɪ'pɛndəns",,n.独立,人教初中八年级
fair,fɛr,,a.公平的，公正的,人教初中八年级
unfair,'ʌn'fɛr,,a.不公平的，有偏见的,人教初中八年级
fairness,'fɛrnəs,,n.公正性，合理性,人教初中八年级
since,sɪns,,conj.因为，既然,人教初中八年级
neighbor,'nebɚ,,n.邻居,人教初中八年级
take care of,,,照顾；处理,人教初中八年级
ill,ɪl,,a.生病的，有病的,人教初中八年级
drop,drɑp,,v.落下，跌落,人教初中八年级
allow,ə'laʊ,,v.允许，准许,人教初中八年级
wrong,rɔŋ,,a.错误的,人教初中八年级
What's wrong?,,,哪儿不舒服？,人教初中八年级
midnight,'mɪdnaɪt,,n.午夜，子夜,人教初中八年级
look through,,,浏览，逐一查看,人教初中八年级
guess,ɡɛs,,v.猜测，估计,人教初中八年级
deal,dil,,v.处理，应付（与with连用）,人教初中八年级
big deal,,,重要的事,人教初中八年级
work out,,,解决；成功地发展,人教初中八年级
get on well (with),,,和睦相处，关系良好,人教初中八年级
relation,rɪ'leʃən,,n.联系；关系，交往,人教初中八年级
communicate,kə'mjunɪket,,"v.沟通,通信,通讯",人教初中八年级
communication,"kə,mjunɪ'keʃən",,n.交流，沟通,人教初中八年级
argue,'ɑrgjʊ,,v.争论，争吵,人教初中八年级
cloud,klaʊd,,n.云,人教初中八年级
elder,'ɛldɚ,,a.年纪较长的,人教初中八年级
instead,ɪn'stɛd,,ad.代替,人教初中八年级
whatever,wət'ɛvɚ,,"pron.任何；不管什么,无论什么",人教初中八年级
nervous,'nɝvəs,,a.紧张不安的,人教初中八年级
offer,'ɔfɚ,,v.提供，自愿给予,人教初中八年级
proper,'prɑpɚ,,a.合适的，适当的,人教初中八年级
secondly,'sɛkəndli,,ad.第二，其次,人教初中八年级
explain,ɪk'splen,,v.讲解，解释，说明,人教初中八年级
clear,klɪr,,a.清晰的，清楚易懂的,人教初中八年级
copy,'kɑpi,,v.复制,人教初中八年级
return,rɪ'tɝn,,v.回来，返回；归还,人教初中八年级
anymore,ɛnɪ'mɔr,,ad.与 not 连用表示 不再，再也不,人教初中八年级
member,'mɛmbɚ,,n.成员，会员,人教初中八年级
pressure,'prɛʃɚ,,n.压力,人教初中八年级
compete,kəm'pit,,v.比赛，竞争,人教初中八年级
opinion,ə'pɪnjən,,n.意见，想法，看法,人教初中八年级
skill,skɪl,,n.技能，技巧,人教初中八年级
typical,'tɪpɪkl,,a.典型的,人教初中八年级
football,'fʊtbɔl,,n.足球,人教初中八年级
cut out,,,删去，删除,人教初中八年级
quick,kwɪk,,a.快的，短时间的；迅速的,人教初中八年级
continue,kən'tɪnju,,v.继续，延续,人教初中八年级
compare,kəm'pɛr,,v.比较,人教初中八年级
compare…with,,,比较，对比,人教初中八年级
crazy,'krezi,,a.疯狂的；狂热的,人教初中八年级
development,dɪ'vɛləpmənt,,n.发育，成长，发展,人教初中八年级
cause,kɔz,,n.原因 v.造成，使发生,人教初中八年级
usual,'juʒuəl,,a.通常的，平常的,人教初中八年级
in one's opinion,,,依… 看,人教初中八年级
perhaps,pɚ'hæps,,ad.可能，大概，也许,人教初中八年级
rainstorm,'ren'stɔrm,,n.暴风雨,人教初中八年级
alarm,ə'lɑrm,,n.闹钟,人教初中八年级
go off,,,（警报器）发出响声,人教初中八年级
begin,bɪ'ɡɪn,,v.开始,人教初中八年级
heavily,'hɛvɪli,,ad.在很大程度上，大量地,人教初中八年级
suddenly,'sʌdnlɪ,,ad.突然地,人教初中八年级
pick up,,,接; 取,人教初中八年级
strange,strendʒ,,a.奇怪的，奇特的；陌生的,人教初中八年级
storm,stɔrm,,n.暴风雨,人教初中八年级
wind,wɪnd; (for v.) waɪnd,,n.风,人教初中八年级
light,laɪt,,n.灯；电灯 v.点燃,人教初中八年级
report,rɪ'pɔrt,,v.报导，报告,人教初中八年级
area,'ɛrɪə,,n.地域，地区；范围,人教初中八年级
wood,wʊd,,n.木材，树木,人教初中八年级
window,'wɪndo,,n.窗户,人教初中八年级
flashlight,'flæʃlaɪt,,n.手电筒,人教初中八年级
match,mætʃ,,n.比赛；火柴,人教初中八年级
beat,bit,,v.打败；敲打,人教初中八年级
against,əˈɡɛnst;əˈɡenst,,prep.反对；对…不利,人教初中八年级
asleep,ə'slip,,a.睡着的，熟睡的,人教初中八年级
fall asleep,,,进入梦乡，睡着,人教初中八年级
die down,,,逐渐变弱，逐渐消失,人教初中八年级
rise,raɪz,,v.上升；升起,人教初中八年级
fallen,'fɔlən,,a.倒下的，落下的,人教初中八年级
apart,ə'pɑrt,,ad.分离，分开,人教初中八年级
have a look,,,看一看,人教初中八年级
icy,'aɪsi,,a.冰冷的；覆盖着冰的,人教初中八年级
kid,kɪd,,n.（口语）小孩 v.开玩笑；欺骗 (自己),人教初中八年级
realize,ˈriəˌlaɪz,,v.认识到，了解,人教初中八年级
make one's way,,,前往，费力地前进,人教初中八年级
passage,'pæsɪdʒ,,n.章节，段落,人教初中八年级
pupil,pjupl,,n.学生,人教初中八年级
completely,kəm'plitli,,ad.彻底地，完全地,人教初中八年级
shocked,ʃɔkt,,a.震惊的，震撼的,人教初中八年级
silence,'saɪləns,,n.寂静；沉默,人教初中八年级
in silence,,,沉默，无声,人教初中八年级
recently,'risntli,,ad.不久前，近来，最近,人教初中八年级
take down,'teikdaun,,取下；拆除；记录,人教初中八年级
terrorist,'tɛrərɪst,,n.恐怖分子,人教初中八年级
date,det,,n.日期，日子,人教初中八年级
tower,'taʊɚ,,n.塔,人教初中八年级
at first,,,首先，最初,人教初中八年级
truth,trʊθ,,n.真相 ；事实；真理,人教初中八年级
shoot,ʃut,,v.射击； 射死，射伤；投篮,人教初中八年级
stone,ston,,n.石头,人教初中八年级
weak,wik,,a.虚弱的，柔弱的,人教初中八年级
god,ɡɑd,,n.上帝，神,人教初中八年级
remind,rɪ'maɪnd,,v.提醒，使想起,人教初中八年级
bit,bɪt,,n.一点；小块,人教初中八年级
a little bit,,,有点儿，稍微,人教初中八年级
silly,'sɪli,,a.愚昧的； n.傻子，蠢货,人教初中八年级
instead of,,,代替，而不是…,人教初中八年级
turn into,,,变成,人教初中八年级
object,'ɑbdʒɛkt,,n.物体，物品；目标,人教初中八年级
hide,haɪd,,v.隐藏；躲藏,人教初中八年级
tail,tel,,n.尾巴,人教初中八年级
magic,'mædʒɪk,,n.魔法，巫术,人教初中八年级
stick,stɪk,,v.刺，戳，插 n.棍，棒,人教初中八年级
excite,ɪk'saɪt,,v.使激动，使兴奋,人教初中八年级
Western,'wɛstɚn,,a.在西部的；来自西部的；西方的，欧美的,人教初中八年级
once upon,,,从前,人教初中八年级
stepsister,'stɛpsɪstɚ,,n.继姐（妹）,人教初中八年级
prince,prɪns,,n.王子,人教初中八年级
fall in love,,,爱上，喜欢上,人教初中八年级
fit,fɪt,,v.适合；合身,人教初中八年级
couple,'kʌpl,,n.（尤指）夫妻，两人,人教初中八年级
smile,smaɪl,,v.微笑 n.微笑,人教初中八年级
marry,'mæri,,v.与某人结婚,人教初中八年级
get married,,,结婚,人教初中八年级
gold,ɡold,,n.黄金；金币,人教初中八年级
emperor,'ɛmpərɚ,,n.皇帝,人教初中八年级
silk,sɪlk,,n.丝绸,人教初中八年级
underwear,'ʌndɚwɛr,,n.内衣,人教初中八年级
nobody,"'nəubədi, -bɔdi",,"pron.无人,没有任何人,谁也不",人教初中八年级
stupid,'stupɪd,,"a.愚蠢的,傻的 n.傻子",人教初中八年级
cheat,tʃit,,v.欺骗，愚弄,人教初中八年级
stepmother,'stɛpmʌðɚ,,n.继母,人教初中八年级
wife,waɪf,,n.妻子,人教初中八年级
husband,'hʌzbənd,,n.丈夫,人教初中八年级
whole,hol,,a.全部的，整体的,人教初中八年级
scene,sin,,n.（戏剧）场景,人教初中八年级
moonlight,'munlaɪt,,n.月光,人教初中八年级
shine,ʃaɪn,,v.照耀，发光,人教初中八年级
bright,braɪt,,"a.明亮的,发亮的",人教初中八年级
ground,ɡraʊnd,,n.地面；沃土,人教初中八年级
lead,lid; lɛd,,n.带头(做某事)；主角 v.带路,人教初中八年级
voice,vɔɪs,,n.嗓音,人教初中八年级
brave,brev,,a.勇敢的,人教初中八年级
square,skwɛr,,n.正方形；平方,人教初中八年级
meter,mitɚ,,n.米,人教初中八年级
deep,dip,,a.深的,人教初中八年级
desert,(for v.) dɪˈzɝ​t; (for n.) 'dɛzɚt,,n.沙漠,人教初中八年级
population,",pɑpju'leʃən",,n.人口(数量）；全体居民,人教初中八年级
Asia,ˈeɪʒn; eʒən,,n.亚洲,人教初中八年级
feel free,,,（可以）随便（做某事),人教初中八年级
tour,tʊr,,n.旅行，观光,人教初中八年级
wall,wɔl,,n.墙,人教初中八年级
amazing,ə'mezɪŋ,,a.令人惊异的,人教初中八年级
ancient,ˈenʃənt,,a.古代的；古老的,人教初中八年级
protect,prə'tɛkt,,v.保护,人教初中八年级
wide,waɪd,,a.宽的；广阔的,人教初中八年级
as far as I know,,,就我所知,人教初中八年级
achieve,ə'tʃiv,,v.完成，实现,人教初中八年级
achievement,ə'tʃivmənt,,n.成就，成绩,人教初中八年级
southwestern,",sauθ'westən",,"a.西南的,西南方向的",人教初中八年级
thick,θɪk,,a.厚的；浓的,人教初中八年级
include,ɪn'klud,,v.包括，包含,人教初中八年级
freezing,'frizɪŋ,,a.极冷的；冷冻的,人教初中八年级
condition,kən'dɪʃən,,n.条件；状况,人教初中八年级
take in,,,吸入，吞入,人教初中八年级
succeed,sək'sid,,v.成功，实现目标，完成,人教初中八年级
challenge,'tʃælɪndʒ,,n.挑战，考验 v.质疑，对…表示怀疑,人教初中八年级
in the face of,,,面对（问题，困难）,人教初中八年级
force,fɔrs,,n.力，力量；军事行动，武力,人教初中八年级
nature,'netʃɚ,,n.自然界，大自然,人教初中八年级
even though,,,v.（等于even if） 即使，虽然,人教初中八年级
ocean,'oʃən,,n.海洋,人教初中八年级
the Pacific Ocean,,,太平洋,人教初中八年级
cm,,,n.厘米(等于centimeter),人教初中八年级
weigh,weɪ,,v.重量是…；称…重量,人教初中八年级
birth,bɝθ,,n.生孩子；生下（某人）；出生；诞生,人教初中八年级
at birth,,,出生时,人教初中八年级
up to,,,到达（某数量，程度），不多于,人教初中八年级
adult,'ædʌlt,,n.成年人,人教初中八年级
bamboo,",bæm'bu",,n.竹子,人教初中八年级
endangered,ɪn'dendʒɚd,,a.濒临灭绝的，濒危的；有危险的,人教初中八年级
research,'risɝtʃ,,n.研究，调查；研究；探索 v.研究；探索,人教初中八年级
keeper,'kipɚ,,n.饲养员；保管人,人教初中八年级
awake,ə'wek,,a.醒着,人教初中八年级
excitement,ɪk'saɪtmənt,,n.激动，兴奋,人教初中八年级
walk into,,,走进,人教初中八年级
fall over,,,倒下,人教初中八年级
illness,'ɪlnəs,,n.疾病，生病,人教初中八年级
remaining,rɪ'menɪŋ,,a.遗留的，剩余的,人教初中八年级
or so,,,大约,人教初中八年级
artwork,'ɑrt'wɝk,,n.插图，图片；艺术品,人教初中八年级
wild,waɪld,,a.野生的；野性的，野蛮的,人教初中八年级
government,'ɡʌvɚnmənt,,n.政府,人教初中八年级
whale,wel,,n.鲸,人教初中八年级
protection,prə'tɛkʃən,,n.保护，保卫,人教初中八年级
huge,hjudʒ,,a.巨大的，极多的,人教初中八年级
dynasty,'daɪnəsti,,n.王朝；朝代,人教初中八年级
base,bes,,n.基础；基地,人教初中八年级
treasure,'trɛʒɚ,,n.财宝，财富,人教初中八年级
island,'aɪlənd,,n.岛屿,人教初中八年级
full of,,,满是…的，（有）丰富的,人教初中八年级
classic,'klæsɪk,,n.经典著作，名著,人教初中八年级
page,peɪdʒ,,n.（书或纸张的）页，面，张,人教初中八年级
hurry,'hɝrɪ,,v.匆忙，赶快,人教初中八年级
hurry up,'hɝrɪ ʌp,,赶快，急忙（做某事）,人教初中八年级
due,du,,a.预期的；到期的,人教初中八年级
ship,ʃɪp,,n.船,人教初中八年级
tool,tul,,n.工具,人教初中八年级
gun,ɡʌn,,n.炮，枪,人教初中八年级
mark,mɑːk,,n.记号；分数 v.作标记,人教初中八年级
sand,sænd,,n.沙；沙滩,人教初中八年级
cannibal,'kænəbl,,n.食人肉者,人教初中八年级
towards,tɔrdz,,"prep.向着，朝着；对于,关于",人教初中八年级
land,lænd,,n.大地；陆地；国家；国土 v.着陆,人教初中八年级
fiction,'fɪkʃən,,n.小说；虚构，编造,人教初中八年级
science fiction,,,科幻小说,人教初中八年级
technology,tɛkˈnɑlədʒɪ,,n.科技，工艺,人教初中八年级
French,frentʃ,,n.法语 a.法国人（的）,人教初中八年级
pop,pɑp,,n.流行音乐,人教初中八年级
rock,rɑk,,n.岩石；摇滚乐,人教初中八年级
band,bænd,,n.乐队,人教初中八年级
country music,,,乡村音乐,人教初中八年级
forever,fɚ'ɛvɚ,,ad.永远,人教初中八年级
abroad,ə'brɔd,,ad.在国外，到国外,人教初中八年级
actually,'æktʃuəli,,"ad.实际上,说实在的",人教初中八年级
ever since,,,自从,人教初中八年级
fan,fæn,,n.狂热爱好者,人教初中八年级
southern,'sʌðɚn,,a.南方的,人教初中八年级
modern,'mɑdɚn,,a.现代的；现代化的,人教初中八年级
success,sək'sɛs,,n.成功,人教初中八年级
belong,bɪ'lɔŋ,,v.属于,人教初中八年级
one another,,,互相,人教初中八年级
laughter,'læftɚ,,n.笑，笑声,人教初中八年级
beauty,'bjuti,,n.美丽；美好的事物,人教初中八年级
million,'mɪljən,,num.百万,人教初中八年级
record,(for v.) rɪˈkɔrd; (for n.) ˈrekərd;ˈrɛkɚd,,n.记录；唱片 v.录制，录音,人教初中八年级
introduce,ˌɪntrə'dus,,v.介绍，引进；使...传入,人教初中八年级
line,laɪn,,n.排，队，列,人教初中八年级
amusement,ə'mjuzmənt,,n.娱乐，消遣；游戏,人教初中八年级
amusement park,,,游乐场,人教初中八年级
somewhere,'sʌmwɛr,,ad.某处，在某处,人教初中八年级
camera,'kæmərə,,n.照相机,人教初中八年级
invention,ɪn'vɛnʃən,,n.发明（物）；发明，创造,人教初中八年级
invent,ɪn'vɛnt,,v.发明，创造,人教初中八年级
unbelievable,",ʌnbɪ'livəbl",,a.难以置信的；不真实的；不可信的,人教初中八年级
progress,'prɑɡrɛs,,n.进步，进展,人教初中八年级
rapid,'ræpɪd,,a.迅速的，快速的,人教初中八年级
unusual,ʌnˈjuʒəl,,a.特别的，不寻常的,人教初中八年级
toilet,ˈtɔɪlɪt,,n.坐便器；厕所,人教初中八年级
encourage,ɪn'kɝrɪdʒ,,v.鼓励，激励,人教初中八年级
social,'soʃl,,a.社会的,人教初中八年级
peaceful,'pisfəl,,a.平静的；和平的,人教初中八年级
tea art,,,茶艺,人教初中八年级
performance,pɚ'fɔrməns,,n.表演，演出,人教初中八年级
perfect,ˈpɝfɪkt; (for v.) pɝˈfɛkt,,a.完美的，理想的；完全的,人教初中八年级
tea set,,,茶具,人教初中八年级
itself,ɪt'sɛlf,,pron.它自己，它本身,人教初中八年级
collect,kə'lɛkt,,v.收集,人教初中八年级
a couple of,,,一对，两个；几个,人教初中八年级
German,'dʒɜːmən,,n.德语；德国人 a.德国的；德国人的；德语的,人教初中八年级
theme,θim,,n.主题，题目；作文,人教初中八年级
ride,raɪd,,v.骑；乘 n.（短途）旅程,人教初中八年级
province,'prɑvɪns,,n.省，省份,人教初中八年级
thousand,'θaʊznd,,num.一千,人教初中八年级
thousands of,,,数以千计的，许许多多的,人教初中八年级
safe,sef,,a.安全的，保险的,人教初中八年级
simply,'sɪmpli,,ad.仅仅，只，不过,人教初中八年级
fear,fɪr,,n.恐惧，害怕 v.恐惧，害怕,人教初中八年级
whether,'wɛðɚ,,conj.或者…或者，是否；不管…还是,人教初中八年级
Indian,'ɪndɪən,,a.印度的，印度人的,人教初中八年级
Japanese,",dʒæpə'niz",,a.日本的 n.日本人；日语,人教初中八年级
fox,fɑks,,n.狐狸,人教初中八年级
all year around,,,全年,人教初中八年级
equator,ɪ'kwetɚ,,n.赤道,人教初中八年级
whenever,wɛn'ɛvɚ,,conj.无论何时,人教初中八年级
spring,sprɪŋ,,n.春天,人教初中八年级
mostly,'mostli,,ad.大多数地，主要地，通常,人教初中八年级
location,lo'keʃən,,n.地点，位置,人教初中八年级
yard,jɑrd,,n.院子,人教初中八年级
yard sale,,,庭院拍卖会,人教初中八年级
sweet,swit,,a.甜的 n.糖果,人教初中八年级
memory,'mɛməri,,n.记忆，记忆力；回忆,人教初中八年级
cent,sɛnt,,n.分，分币〔货币单位，符号为¢〕,人教初中八年级
toy,tɔɪ,,n.玩具,人教初中八年级
bear,bɛr,,n.熊,人教初中八年级
maker,'mekɚ,,n.生产者，制造者,人教初中八年级
bread maker,,,面包机,人教初中八年级
scarf,skɑrf,,n.围巾，披巾，头巾,人教初中八年级
soft,sɔft,,a.柔软的；柔滑的,人教初中八年级
soft toy,,,软体玩具，布绒玩具,人教初中八年级
check,tʃɛk,,v.检查 n.餐馆账单,人教初中八年级
check out,,,察看，观察,人教初中八年级
board,bɔrd,,n.板子,人教初中八年级
board game,,,棋类游戏,人教初中八年级
junior,'dʒunɪɚ,,a.地位低下的,人教初中八年级
junior high school,,,初中,人教初中八年级
clear,klɪr,,a.清楚的；清晰的；清澈的,人教初中八年级
clear out,,,清理；清除掉,人教初中八年级
bedroom,'bɛdrum,,n.卧室,人教初中八年级
no longer,,,不再，不复,人教初中八年级
own,on,,a.属于自己的,人教初中八年级
railway,'relwe,,n.铁路，铁道,人教初中八年级
part,pɑrt,,n.部分；零部件,人教初中八年级
part with,,,放弃，交出,人教初中八年级
certain,'sɝtn,,a.确定的，无疑的；某一,人教初中八年级
as for,,,至于，关于,人教初中八年级
honest,'ɑnɪst,,a.诚实的，正直的,人教初中八年级
to be honest,,,说实在的,人教初中八年级
while,hwaɪl,,conj.当...时候 n.一段时间，一会儿,人教初中八年级
truthful,'tru:θful,,a.诚实的；真实的,人教初中八年级
hometown,'homtaʊn,,n.家乡，故乡,人教初中八年级
nowadays,'naʊədez,,ad.现今，现在，目前,人教初中八年级
search,sɝtʃ,,v.搜索，搜查,人教初中八年级
among,ə'mʌŋ,,prep.在其中；…之一,人教初中八年级
crayon,kreən,,n.彩色铅笔,人教初中八年级
shame,ʃem,,n.羞耻,人教初中八年级
regard,rɪ'ɡɑrd,,n.致敬，问候 v.将…视为,人教初中八年级
count,kaʊnt,,v.计算，计数；有价值 n.计算，计数,人教初中八年级
century,ˈsɛntʃərɪ,,n.世纪，百年,人教初中八年级
according,ə'kɔrdɪŋ,,ad.依照，按照,人教初中八年级
opposite,ˈɑpəzɪt; ˈɑpəsɪt,,prep.在…对面，与…相对 adj.对面的,人教初中八年级
especially,ɪˈspɛʃlɪ,,ad.特别，尤其,人教初中八年级
childhood,'tʃaɪldhʊd,,n.孩童时期,人教初中八年级
consider,kən'sɪdɚ,,v.仔细考虑，思考；注视,人教初中八年级
close to,,,几乎，接近,人教初中八年级
hold,hold,,v.抓住；拥有,人教初中八年级
