hotel,ho'tɛl,,n.旅馆，饭店；客栈 vt.使…在饭店下榻 vi.进行旅馆式办公,初中
hour,'aʊɚ,,n.小时；钟头；课时；…点钟,初中
house,haʊs,,n.住宅；家庭；机构；议会；某种用途的建筑物 v.覆盖；给…房子住；把…储藏在房内,初中
housework,'haʊs'wɝk,,n.家务事,初中
how,haʊ,,ad.如何；多少；多么 n.方法；方式 conj.如何,初中
however,haʊ'ɛvɚ,,ad.无论如何；不管怎样（接副词或形容词）；然而；可是 conj.无论以何种方式; 不管怎样,初中
huge,hjudʒ,,a.巨大的；庞大的；无限的 n.(Huge)人名；(英)休奇,初中
human,'hjumən,,a.人的；人类的 n.人；人类,初中
hundred,'hʌndrəd,,n.一百；许多 a.一百的；许多的 num.百；百个,初中
hungry,'hʌŋɡri,,a.饥饿的；渴望的；荒年的；不毛的,初中
hurry,'hɝrɪ,,n.匆忙，急忙 v.仓促（做某事）；催促；（朝某方向）迅速移动；迅速处理,初中
husband,'hʌzbənd,,v.节约地使用（或管理） n.丈夫,初中
I,aɪ,,pron.我 n.碘元素；英语字母I,初中
ice,aɪs,,n.冰；冰淇淋；矜持；（俚）钻石 v.冰镇；结冰 a.冰的,初中
idea,aɪ'diə,,n.想法；主意；概念,初中
if,ɪf,,conj.（表条件）如果；即使；是否；（表假设）假如 n.条件；设想,初中
ill,ɪl,,a.生病的；坏的；邪恶的；不吉利的 ad.不利地；恶劣地；几乎不 n.疾病；不幸,初中
illness,'ɪlnəs,,n.病；疾病,初中
imagine,ɪ'mædʒɪn,,v.想像；猜想；臆断,初中
immediately,ɪ'midɪətli,,ad.立即，立刻；直接地 conj.一…就,初中
important,ɪm'pɔrtnt,,a.重要的，重大的；有地位的；有权力的,初中
improve,ɪm'pruv,,v.改善，增进；提高…的价值,初中
in,ɪn,,prep.按照（表示方式）；从事于；在…之内 ad.进入；当选；（服装等）时髦；在屋里 a.在里面的；时髦的 n.执政者；门路；知情者,初中
inch,ɪntʃ,,n.英寸；身高；少许 v.使缓慢地移动,初中
include,ɪn'klud,,v.包含，包括,初中
increase,'ɪnkris,,n.增加，增长；提高 v.增加，增大；繁殖,初中
India,'ɪndɪə,,n.印度（南亚国家）,初中
Indian,'ɪndɪən,,a.印度的；印第安人的；印第安语的 n.印度人；印第安人；印第安语,初中
industry,'ɪndəstri,,n.产业；工业；勤勉,初中
influence,'ɪnfluəns,,n.影响；势力；感化；有影响的人或事 v.影响；改变,初中
information,'ɪnfɚ'meʃən,,n.信息，资料；知识；情报；通知,初中
ink,ɪŋk,,v.签署；涂墨水于 n.墨水，墨汁；油墨,初中
inside,'ɪn'saɪd,,n.里面；内部；内情；内脏 a.里面的；内部的；秘密的 ad.在里面 prep.少于；在…之内,初中
insist,ɪn'sɪst,,v.坚持，强调,初中
instead,ɪn'stɛd,,ad.代替；反而；相反,初中
instruction,ɪn'strʌkʃən,,n.指令，命令；指示；教导；用法说明,初中
intention,ɪn'tɛnʃən,,n.意图；目的；意向；愈合,初中
interest,'ɪntrəst,,n.兴趣，爱好；利息；趣味；同行 v.使……感兴趣；引起……的关心；使……参与,初中
interesting,'ɪntrəstɪŋ,,a.有趣的；引起兴趣的，令人关注的,初中
international,",ɪntɚ'næʃnəl",,n.国际组织；国际体育比赛；外国居留者；国际股票 a.国际的；两国（或以上）国家的；超越国界的；国际关系的；世界的,初中
Internet,'ɪntɚnɛt,,n.因特网,初中
interview,'ɪntɚvju,,n.接见，采访；面试，面谈 v.采访；接见；对…进行面谈；对某人进行面试,初中
into,ˈɪntu,,prep.到…里；深入…之中；成为…状况；进入到…之内 n.(Into)人名；(芬、英)因托,初中
introduce,ˌɪntrə'dus,,v.介绍；引进；提出；采用,初中
introduction,",ɪntrə'dʌkʃən",,n.介绍；引进；采用；入门；传入,初中
invent,ɪn'vɛnt,,v.发明；创造；虚构,初中
invention,ɪn'vɛnʃən,,n.发明；发明物；虚构；发明才能,初中
invite,ɪn'vaɪt,,v.邀请，招待；招致 n.邀请,初中
iron,'aɪɚn,,n.熨斗；烙铁；坚强 v.熨；用铁铸成 a.铁的；残酷的；刚强的,初中
island,'aɪlənd,,n.岛；岛屿；安全岛；岛状物 a.岛的 vt.孤立；使成岛状,初中
it,aɪ ti,,pron.[指无生命的东西、动物、植物]它；这；那 abbr.信息技术information technology,初中
its,ɪts,,pron.它的 n.(Its)人名；(俄)伊茨,初中
itself,ɪt'sɛlf,,pron.它自己；它本身,初中
jacket,'dʒækɪt,,n.羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹 v.给…穿夹克；给…装护套；给…包上护封；〈口〉打,初中
January,'dʒænjʊ'ɛri,,n.一月,初中
Japan,dʒə'pæn,,n.日本（东亚国家名）,初中
Japanese,",dʒæpə'niz",,a.日本（人）的；日语的 n.日本人；日语,初中
jeans,dʒi:nz,,n.牛仔裤；工装裤,初中
job,dʒɒb,,n.工作；职业 v.承包；代客买卖,初中
join,dʒɔɪn,,v.参加；结合；连接 n.结合；连接；接合点,初中
joke,dʒok,,n.玩笑，笑话；笑柄 v.开…的玩笑,初中
joy,dʒɔɪ,,n.欢乐，快乐；乐趣；高兴 v.欣喜，欢喜,初中
juice,dʒus,,n.（水果）汁，液；果汁,初中
jump,dʒʌmp,,n.跳跃；暴涨；惊跳 v.跳跃；使跳跃；跳过；突升,初中
June,dʒun,,n.六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”）,初中
just,dʒʌst,,ad.只是，仅仅；刚才，刚刚；正好，恰好；实在；刚要 a.公正的，合理的；正直的，正义的；正确的；公平的；应得的 n.(Just)人名；(英)贾斯特；(法)朱斯特；(德、匈、波、捷、挪)尤斯特；(西)胡斯特,初中
key,kiː,,n.（打字机等的）键；关键；钥匙 v.键入；锁上；调节…的音调；提供线索 a.关键的,初中
keyboard,'ki'bɔrd,,n.键盘 v.键入；用键盘式排字机排字,初中
kick,kɪk,,v.踢；反冲，朝后座 n.踢；反冲，后座力,初中
kid,kɪd,,n.小孩；小山羊 v.欺骗；取笑；戏弄 a.小山羊皮制的；较年幼的,初中
kill,kɪl,,v.杀死；扼杀；使终止；抵消 n.杀戮；屠杀 a.致命的；致死的,初中
kilo,'kilo,,n.千克,初中
kilometer,ˈkɪləˌmitɚ; kəˈlɑmətɚ,,n.[计量] 公里；[计量] 千米（等于kilometre）,初中
kind,kaɪnd,,n.种类；性质 a.和蔼的；宽容的；令人感激的,初中
king,kɪŋ,,n.国王；最有势力者；王棋 vi.统治；做国王 vt.立…为王 a.主要的，最重要的，最大的,初中
kiss,kɪs,,v.吻；（风等）轻拂 n.吻；轻拂,初中
kitchen,'kɪtʃɪn,,n.厨房；炊具；炊事人员,初中
kite,kaɪt,,n.风筝 v.使用空头支票；像风筝一样飞；轻快地移动,初中
knee,ni,,n.膝盖，膝 v.用膝盖碰,初中
knock,nɑk,,v.敲；打；敲击 n.敲；敲打；爆震声,初中
knowledge,'nɑlɪdʒ,,n.知识，学问；知道，认识；学科,初中
lab,læb,,n.实验室，研究室,初中
lady,'ledi,,n.女士，夫人；小姐；妻子,初中
lake,lek,,n.湖；深红色颜料；胭脂红 vt.（使）血球溶解 vi.（使）血球溶解,初中
lamb,læm,,n.羔羊，小羊；羔羊肉 v.生小羊，产羔羊,初中
lamp,læmp,,n.灯；照射器 vt.照亮 vi.发亮,初中
land,lænd,,n.国土；陆地；地面 v.使…登陆；使…陷于；将…卸下,初中
language,'læŋɡwɪdʒ,,n.语言；语言文字；表达能力,初中
large,lɑrdʒ,,a.大的；多数的；广博的 ad.大大地；夸大地 n.大,初中
last,læst,,n.末尾，最后；上个；鞋楦（做鞋的模型） a.最后的；最近的，最新的；仅剩的；最不可能…的 v.持续；维持，够用；持久 ad.最后地；上次，最近；最后一点,初中
late,let,,a.晚的；迟的；已故的；最近的 ad.晚；迟；最近；在晚期,初中
laugh,læf,,n.笑；引人发笑的事或人 v.笑,初中
law,lɔ,,n.法律；规律；法治；法学；诉讼；司法界 vi.起诉；控告 vt.控告；对…起诉,初中
lay,le,,v.躺下；产卵；搁放；放置；铺放；涂，敷 a.世俗的；外行的；没有经验的 n.位置；短诗；花纹方向；叙事诗；性伙伴,初中
lazy,'lezi,,a.懒惰的；懒洋洋的；怠惰的；慢吞吞的 n.(Lazy)人名；(德)拉齐,初中
lead,lid,,n.领导；铅；导线；榜样 v.领导；致使；引导；指挥 a.带头的；最重要的,初中
leader,'lidɚ,,n.领导者；首领；指挥者,初中
leaf,lif,,n.叶子；（书籍等的）一张；扇页 v.生叶；翻书页,初中
learn,lɝn,,v.学习；得知；认识到,初中
least,list,,a.最小的；最少的（little的最高级） ad.最小；最少 n.最小；最少,初中
left,lɛft,,a.左边的；左派的；剩下的 ad.在左面 n.左边；左派；激进分子 v.离开（leave的过去式）,初中
leg,lɛɡ,,n.腿；支柱,初中
lemonade,",lɛmə'ned",,n.柠檬水,初中
lesson,'lɛsn,,n.教训；课 vt.教训；上课,初中
letter,'lɛtɚ,,n.信；字母，文字；证书；文学，学问；字面意义 v.写字母于,初中
level,'lɛvl,,n.水平；标准；水平面 a.水平的；平坦的；同高的 v.瞄准；拉平；变得平坦,初中
library,laɪˌbrɛrɪ,,n.图书馆，藏书室；文库,初中
license,'laɪsns,,n.执照，许可证；特许 v.许可；特许；发许可证给,初中
lie,laɪ,,v.躺；说谎；位于；展现 n.谎言；位置,初中
lift,lɪft,,v.举起；提升；鼓舞；空运；抄袭 n.电梯；举起；起重机；搭车,初中
light,laɪt,,n.光；光线；灯；打火机；领悟；浅色；天窗 a.轻的；浅色的；明亮的；轻松的；容易的；清淡的 v.点着；变亮；着火 ad.轻地；清楚地；轻便地,初中
like,laɪk,,v.喜欢；想；愿意 prep.像；如同 a.同样的；相似的 n.爱好；同样的人或物 ad.可能 conj.好像,初中
line,laɪn,,n.路线，航线；排；绳 v.排成一行；划线于；以线条标示；使…起皱纹,初中
lion,'laɪən,,n.狮子；名人；勇猛的人；社交场合的名流,初中
list,lɪst,,n.[计] 列表；清单；目录 v.列于表上,初中
listen,'lɪsn,,v.听，倾听；听从，听信 n.听，倾听,初中
litter,'lɪtɚ,,n.垃圾；轿，担架；一窝（动物的幼崽）；凌乱 v.乱丢；给…垫褥草；把…弄得乱七八糟,初中
live,laɪv；lɪv,,a.活的；生动的；实况转播的；精力充沛的 v.经历；度过 n.(Live)人名；(法)利夫,初中
lively,'laɪvli,,a.活泼的；生动的；真实的；生气勃勃的 n.(Lively)人名；(英)莱夫利,初中
lock,lɑk,,v.锁，锁上；隐藏 n.锁；水闸；刹车,初中
London,ˈlʌndən,,n.伦敦,初中
lonely,'lonli,,a.寂寞的；偏僻的 n.孤独者,初中
long,lɔŋ,,n.长时间；[语] 长音节；（服装的）长尺寸；长裤 a.长的；过长的；做多头的；长时间的；冗长的，长音 v.渴望；热望 ad.长期地；始终,初中
look,lʊk,,v.看；期待；注意；面向；看上去像 n.看；样子；面容,初中
lot,lɑt,,n.份额；许多；命运；阄 ad.（与形容词和副词连用）很，非常；（与动词连用）非常 pron.大量，许多 v.分组，把…划分（常与out连用）；把（土地）划分成块,初中
loud,laʊd,,a.大声的，高声的；不断的；喧吵的 ad.大声地，高声地，响亮地 n.(Loud)人名；(英)劳德,初中
love,lʌv,,n.恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物 v.爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕,初中
lovely,'lʌvli,,a.可爱的；令人愉快的；爱恋的；秀丽的，优美的 n.美女；可爱的东西,初中
low,ləʊ,,a.低的，浅的；卑贱的；粗俗的；消沉的 ad.低声地；谦卑地，低下地 n.低；低价；低点；牛叫声 v.牛叫,初中
luck,lʌk,,n.运气；幸运；带来好运的东西 v.靠运气，走运；凑巧碰上,初中
lucky,'lʌki,,a.幸运的；侥幸的,初中
lunch,lʌntʃ,,n.午餐 v.吃午餐；供给午餐,初中
machine,mə'ʃin,,n.机械，机器；机构；机械般工作的人 v.用机器制造,初中
mad,mæd,,a.疯狂的；发疯的；愚蠢的；着迷的 n.狂怒,初中
madam,'mædəm,,n.夫人；女士；鸨母,初中
magazine,'mæɡəzin,,n.杂志；弹药库；胶卷盒,初中
magic,'mædʒɪk,,n.巫术；魔法；戏法 a.不可思议的；有魔力的；魔术的,初中
mail,mel,,n.邮件；邮政，邮递；盔甲 v.邮寄；给…穿盔甲,初中
main,meɪn,,n.主要部分，要点；体力；总管道 a.主要的，最重要的；全力的,初中
manage,'mænɪdʒ,,v.管理；经营；控制；设法,初中
manager,'mænɪdʒɚ,,n.经理；管理人员,初中
map,mæp,,v.映射；计划；绘制地图；确定基因在染色体中的位置 n.地图；示意图；染色体图,初中
March,mɑrtʃ,,n.三月,初中
mark,mɑːk,,n.标志；马克；符号；痕迹；分数 v.作记号,初中
market,'mɑrkɪt,,n.市场；行情；股票市场；市面；集市；销路；商店 v.在市场上出售,初中
marriage,'mærɪdʒ,,n.结婚；婚姻生活；密切结合，合并,初中
marry,'mæri,,v.嫁；娶；与……结婚 n.(Marry)人名；(阿拉伯)马雷；(法)马里,初中
master,'mæstɚ,,v.控制；精通；征服 n.硕士；主人；大师；教师 a.主人的；主要的；熟练的,初中
match,mætʃ,,v.使比赛；使相配；敌得过，比得上；相配；与…竞争 n.比赛，竞赛；匹配；对手；火柴,初中
math,mæθ,,n.数学（等于mathematics）,初中
may,me,,aux.可以，能够；可能，也许；祝，愿；会，能,初中
May,me,,n.五月,初中
maybe,'mebi,,ad.也许；可能；大概 n.可能性；不确定性,初中
me,mi,,pron.我（宾格） n.自我；极端自私的人；自我的一部分,初中
meal,mil,,n.一餐，一顿饭；膳食 vi.进餐,初中
meaning,'minɪŋ,,n.意义；含义；意图 a.意味深长的 v.意味；意思是（mean的ing形式）,初中
meat,mit,,n.肉，肉类（食用）,初中
medical,'mɛdɪkl,,a.医学的；药的；内科的 n.医生；体格检查,初中
medicine,'mɛdsn,,n.药；医学；内科；巫术 v.用药物治疗；给…用药,初中
meeting,'mitɪŋ,,n.会议；会见；集会；汇合点 v.会面；会合（meet的ing形式）,初中
member,'mɛmbɚ,,n.成员；会员；议员,初中
memory,'mɛməri,,n.记忆，记忆力；内存，[计] 存储器；回忆,初中
mend,mɛnd,,v.修理，修补；改善；修改 n.好转，改进；修补处,初中
mention,'mɛnʃən,,v.提到，谈到；提及，论及；说起 n.提及，说起,初中
menu,'mɛnju,,n.菜单,初中
message,'mɛsɪdʒ,,n.消息；差使；启示；预言；广告词 v.报信，报告；[通信] 报文,初中
metal,'mɛtl,,n.金属；合金 v.以金属覆盖 a.金属制的,初中
method,'mɛθəd,,n.方法；条理；类函数 a.使用体验派表演方法的,初中
middle,'mɪdl,,a.中间的，中部的；中级的，中等的 n.中间，中央；腰部,初中
mile,maɪl,,n.英里；一英里赛跑；较大的距离,初中
milk,mɪlk,,n.牛奶；乳状物 v.榨取；挤…的奶,初中
mind,maɪnd,,n.理智，精神；意见；智力；记忆力 v.介意；专心于；照料,初中
mine,maɪn,,n.矿，矿藏；矿山，矿井；地雷，水雷 v.开采，采掘；在…布雷 pron.我的,初中
minute,'mɪnɪt,,n.分，分钟；片刻，一会儿；备忘录，笔记；会议记录 v.将…记录下来 a.微小的，详细的 [maɪˈnjuːt; US -ˈnuːt; maɪˋnut],初中
mirror,'mɪrɚ,,n.镜子；真实的写照；榜样 v.反射；反映,初中
miss,mɪs,,n.女士，小姐，年轻未婚女子,初中
Miss,,,n.女士，小姐，年轻未婚女子,初中
model,'mɑdl,,n.模型；典型；模范；模特儿；样式 v.模拟；塑造；模仿 a.模范的；作模型用的,初中
modern,'mɑdɚn,,a.现代的，近代的；时髦的 n.现代人；有思想的人,初中
moment,'momənt,,n.片刻，瞬间，时刻；重要，契机,初中
Monday,ˈmʌnde; ˈmʌndɪ,,n.星期一,初中
money,'mʌni,,n.钱；货币；财富,初中
monitor,'mɔnɪtɚ,,n.监视器；监听器；监控器；显示屏；班长 v.监控,初中
monkey,'mʌŋki,,n.猴子；顽童 v.胡闹；捣蛋,初中
month,mʌnθ,,n.月，一个月的时间,初中
moon,mun,,n.月亮；月球；月光；卫星 v.闲荡；出神,初中
morning,'mɔrnɪŋ,,n.早晨；黎明；初期,初中
mother,'mʌðɚ,,n.母亲；大娘；女修道院院长 v.生下；养育；像母亲般关怀或照管 a.母亲的；出生地的,初中
motorcycle,'motɚ'saɪkl,,n.摩托车；机动车 v.骑摩托车,初中
mountain,ˈmaʊntn,,n.山；山脉,初中
mouth,maʊθ,,n.口，嘴；河口 v.做作地说，装腔作势地说；喃喃地说出,初中
move,muv,,n.移动；步骤；迁居；策略 v.移动；搬家，迁移；离开,初中
movie,'muvi,,n.电影；电影院；电影业 a.电影的,初中
murder,'mɝdɚ,,v.谋杀，凶杀 n.谋杀，凶杀,初中
museum,mju'ziəm,,n.博物馆,初中
music,'mjuzɪk,,n.音乐，乐曲,初中
must,mʌst,,aux.必须，一定；可以，应当；很可能 n.绝对必要的事物；未发酵葡萄汁,初中
my,maɪ,,pron.我的 int.哎呀（表示惊奇等）；喔唷 n.(My)人名；(越)美；(老、柬)米,初中
myself,maɪ'sɛlf,,pron.我自己；我亲自；我的正常的健康状况和正常情绪,初中
name,nem,,n.名称，名字；姓名；名誉 v.命名，任命；指定；称呼；提名；叫出 a.姓名的；据以取名的,初中
national,'næʃnəl,,a.国家的；国民的；民族的；国立的 n.国民,初中
natural,'nætʃrəl,,a.自然的；物质的；天生的；不做作的 n.自然的事情；白痴；本位音,初中
nature,'netʃɚ,,n.自然；性质；本性；种类,初中
near,nɪr,,a.近的；亲近的；近似的 ad.近；接近 prep.靠近；近似于,初中
nearly,'nɪrli,,ad.差不多，几乎；密切地,初中
necessary,ˈnɛsəˌsɛri,,a.必要的；必需的；必然的 n.必需品,初中
neck,nɛk,,n.脖子；衣领；海峡 v.搂著脖子亲吻；变狭窄,初中
need,nid,,n.需要，要求；缺乏；必要之物 v.需要,初中
neither,ˈniðɚ; ˈnaɪðɚ,,conj.也不；既不 ad.两个都不；既不……也不 a.两者都不的 pron.两者都不,初中
nervous,'nɝvəs,,a.神经的；紧张不安的；强健有力的,初中
never,'nɛvɚ,,ad.从未；决不,初中
new,nu,,a.新的，新鲜的；更新的；初见的 ad.新近 n.(New)人名；(英)纽,初中
news,nuz,,n.新闻，消息；新闻报导,初中
newspaper,'nuzpepɚ,,n.报纸,初中
next,nɛkst,,ad.然后；下次；其次 a.下一个的；其次的；贴近的 n.下一个 prep.靠近；居于…之后,初中
nice,naɪs,,a.精密的；美好的；细微的；和蔼的 n.(Nice)人名；(英)尼斯,初中
night,naɪt,,n.夜晚，晚上；黑暗，黑夜 a.夜晚的，夜间的,初中
nine,naɪn,,n.九，九个 num.九；九个 a.九的，九个的,初中
nineteen,",naɪn'tin",,num.十九,初中
ninety,'naɪnti,,n.九十 a.九十的；九十岁的 num.九十,初中
ninth,naɪnθ,,num.第九 a.第九的；九分之一的 n.九分之一,初中
no,no,,ad.不 a.没有；不是 n.不；否决票 abbr.数字（number）；元素锘（nobelium）的符号,初中
nobody,"'nəubədi, -bɔdi",,pron.无人，没有人；没有任何人 n.无名小卒；小人物,初中
nod,nɑd,,n.点头；打盹；摆动 v.点头；点头表示,初中
noise,nɔɪz,,n.[环境] 噪音；响声；杂音 v.谣传,初中
none,nʌn,,pron.没有人；一个也没有；没有任何东西 a.没有的，一点没有的 ad.决不，一点也不 n.(None)人名；(葡、罗)诺内；(日)野根(姓),初中
noodle,'nʊdl,,n.面条；笨蛋,初中
noon,nun,,n.中午；正午；全盛期,初中
nor,nɔr,,conj.也不；也不是 ad.也不；也没有 n.(Nor)人名；(中)挪(广东话·威妥玛)；(马来、俄)诺尔；(柬)诺,初中
normal,'nɔrml,,a.正常的；正规的，标准的 n.正常；标准；常态,初中
north,nɔrθ,,n.北，北方 a.北方的；朝北的 ad.在北方，向北方,初中
northern,'nɔrðɚn,,a.北部的；北方的 n.北部方言,初中
nose,noz,,n.鼻子；嗅觉；突出的部分；探问 v.嗅；用鼻子触,初中
not,nɑt,,ad.表示否定，不 n.“非”（计算机中逻辑运算的一种）,初中
note,not,,n.笔记；音符；票据；注解；纸币；便笺；照会；调子 v.注意；记录；注解,初中
notebook,'notbʊk,,n.笔记本，笔记簿；手册,初中
nothing,'nʌθɪŋ,,neg.没什么；毫不 n.无；零；不关紧要之事 ad.毫不；决不 pron.无事；无物 int.什么也没有,初中
notice,'notɪs,,n.通知，布告；注意；公告 v.通知；注意到；留心,初中
November,no'vɛmbɚ,,n.十一月,初中
now,naʊ,,ad.现在；如今；立刻 a.现在的 n.现在；目前 conj.由于；既然,初中
number,'nʌmbɚ,,n.数；（杂志等的）期；号码；数字；算术 v.计入；总数达到,初中
nurse,nɝs,,v.看护，护理；照顾；培养；给…喂奶 n.护士；奶妈，保姆,初中
object,'ɑbdʒɛkt,,n.目标；物体；客体；宾语 v.提出…作为反对的理由,初中
October,ɑk'tobɚ,,n.[天] 十月,初中
of,ʌv; əv,,prep.关于；属于；…的；由…组成的,初中
off,ɔf,,prep.离开；脱落 ad.切断；走开 a.远离的；空闲的,初中
offer,'ɔfɚ,,v.提供；出价；试图 n.提议；出价；意图；录取通知书,初中
office,'ɔfɪs,,n.办公室；政府机关；官职；营业处,初中
officer,'ɔfɪsɚ,,n.军官，警官；公务员，政府官员；船长 v.指挥,初中
often,'ɔf(tə)n; 'ɑf(tə)n,,ad.常常，时常,初中
oil,ɔɪl,,n.油；石油；油画颜料 v.加油；涂油；使融化,初中
OK,"'əu'kei, ,əu'kei, 'əukei",,a.好的；不错的 ad.行；很好 int.好；可以 v.对…表示同意 n.同意,初中
old,old,,a.陈旧的，古老的；年老的 n.古时,初中
on,ɑn,,ad.向前地；作用中，行动中；继续着 prep.向，朝……；关于；在……之上；在……时候 a.开着的；发生着的，正在进行中 n.(On)人名；(日)温(姓、名)；(缅、柬、印)翁,初中
once,wʌns,,ad.一次；曾经 conj.一旦 n.一次，一回,初中
one,wʌn,,pron.一个人；任何人 a.一的；唯一的 n.一 num.一；一个,初中
oneself,wʌn'sɛlf,,pron.自己；亲自,初中
only,'onli,,ad.只，仅仅；不料 a.唯一的，仅有的；最合适的 conj.但是；不过；可是,初中
open,'opən,,a.公开的；敞开的；空旷的；坦率的；营业着的 v.开始；展现 n.公开；空旷；户外,初中
operation,",ɑpə'reʃən",,n.操作；经营；[外科] 手术；[数][计] 运算,初中
or,ɔr,,conj.或，或者；还是 n.(Or)人名；(中)柯(广东话·威妥玛)；(柬)奥；(土、匈、土库、阿塞、瑞典)奥尔,初中
orange,'ɔrɪndʒ,,a.橙色的；橘色的 n.橙；橙色；桔子,初中
order,'ɔrdɚ,,n.命令；顺序；规则；[贸易] 定单 v.命令；整理；定购,初中
other,'ʌðɚ,,a.其他的，另外的 pron.另外一个,初中
our,aʊr,,pron.我们的,初中
ours,ɑrz,,pron.我们的 n.(Ours)人名；(法)乌尔斯,初中
ourselves,ɑr'sɛlvz,,pron.我们自己；我们亲自,初中
out,aʊt,,ad.出现；在外；出局；出声地；不流行地 a.外面的；出局的；下台的 n.出局 prep.向；离去 v.出来；暴露,初中
outside,",aʊt'saɪd",,a.外面的，外部的；外来的 n.外部；外观 ad.在外面，向外面；在室外 prep.在…范围之外,初中
over,'ovɚ,,ad.结束；越过；从头到尾 prep.越过；在…之上；遍于…之上 a.结束的；上面的 vt.越过 n.(Over)人名；(俄、西、土)奥韦尔,初中
overcoat,'ovɚkot,,n.大衣，外套,初中
own,on,,v.拥有；承认 a.自己的；特有的 n.自己的,初中
owner,'onɚ,,n.[经] 所有者；物主,初中
pacific,pə'sɪfɪk,,a.和平的；温和的；平静的 n.太平洋,初中
package,'pækɪdʒ,,n.包，包裹；套装软件，[计] 程序包 a.一揽子的 v.打包；将…包装,初中
page,peɪdʒ,,n.页；记录；大事件，时期；男侍者 v.给…标页码,初中
paint,peɪnt,,v.油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等 n.油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰,初中
pair,pɛr,,n.一对，一双，一副 v.把…组成一对,初中
palace,'pælis,,n.宫殿；宅邸；豪华住宅,初中
pancake,'pænkek,,n.薄烤饼；粉饼；平降（全称pancake landing） vi.平坠着陆；平展 vt.使平坠著陆；使平展,初中
panda,'pændə,,n.熊猫；猫熊,初中
paper,'pepɚ,,n.纸；论文；文件；报纸 a.纸做的 v.用纸糊；用纸包装,初中
pardon,'pɑrdn,,n.原谅；赦免；宽恕 v.原谅；赦免；宽恕,初中
parent,'pɛrənt,,n.父亲（或母亲）；父母亲；根源,初中
park,pɑrk,,n.公园；[交] 停车场 v.停放；放置；寄存,初中
part,pɑrt,,n.部分；角色；零件；一些；片段 v.分离；分配；分开 ad.部分地 a.部分的,初中
party,'pɑrti,,n.政党，党派；聚会，派对；当事人 [复数 parties] v.参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ],初中
pass,pæs,,n.及格；经过；护照；途径；传球 v.经过；传递；变化；终止,初中
passage,'pæsɪdʒ,,n.一段（文章）；走廊；通路,初中
passenger,'pæsɪndʒɚ,,n.旅客；乘客；过路人；碍手碍脚的人,初中
passport,'pæspɔrt,,n.护照，通行证；手段,初中
past,pæst,,n.过去；往事 a.过去的；结束的 prep.越过；晚于 ad.过；经过,初中
path,pæθ,,n.道路；小路；轨道,初中
patient,'peʃnt,,a.有耐心的，能容忍的 n.病人；患者,初中
peace,pis,,n.和平；平静；和睦；秩序,初中
pear,pɛr,,n.[园艺] 梨树；梨子,初中
pen,pɛn,,n.钢笔；作家；围栏 v.写；关入栏中,初中
pencil,'pɛnsl,,n.铅笔；笔状物 v.用铅笔写；用眉笔涂,初中
people,'pipl,,n.人；人类；民族；公民 v.居住于；使住满人,初中
percent,pɚ'sɛnt,,n.百分比，百分率；部分；百分数 a.百分之…的 ad.以百分之…地,初中
perfect,ˈpɝfɪkt; (for v.) pɝˈfɛkt,,a.完美的；最好的；精通的 v.使完美；使熟练 n.完成式,初中
perhaps,pɚ'hæps,,ad.或许；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许；可能 n.假定；猜想；未定之事,初中
period,'pɪrɪəd,,n.周期，期间；时期；月经；课时；（语法学）句点，句号 a.某一时代的,初中
person,'pɝsn,,n.人；身体；容貌，外表；人称,初中
personal,'pɝsənl,,a.个人的；身体的；亲自的 n.人事消息栏；人称代名词,初中
pet,pɛt,,n.宠物；生气；受宠爱的人 v.宠爱 a.宠爱的,初中
physics,'fɪzɪks,,n.物理学；物理现象,初中
piano,pɪ'æno,,n.钢琴,初中
pick,pɪk,,v.挑选；采摘；挖 n.选择；鹤嘴锄；挖；掩护,初中
picnic,'pɪknɪk,,n.野餐 v.去野餐,初中
picture,'pɪktʃɚ,,n.照片，图画；影片；景色；化身 v.画；想像；描写,初中
pie,paɪ,,n.馅饼；饼图；爱说话的人 vt.使杂乱,初中
piece,pis,,n.块；件；篇；硬币 v.修补；接合；凑合,初中
pig,pɪɡ,,n.猪；猪肉 v.生小猪；像猪一样过活,初中
pilot,'paɪlət,,n.飞行员；领航员 a.试点的 v.驾驶；领航；试用,初中
pink,pɪŋk,,n.粉红色；化身，典范；石竹花；头面人物 v.扎，刺，戳；使…变粉红色；使…面红耳赤 a.粉红的；比较激进的；石竹科的；脸色发红的,初中
pioneer,",paɪə'nɪr",,n.先锋；拓荒者 v.开辟；倡导；提倡,初中
pity,'pɪti,,n.怜悯，同情；遗憾 v.对……表示怜悯；对……感到同情,初中
place,ples,,n.地方；住所；座位 v.放置；任命；寄予,初中
